

Water depth (cm)
======
	02	03
2010/01/01	60	40
2010/01/02	60	40
2010/01/03	60	40
2010/01/04	59	39
2010/01/05	59	39
2010/01/06	59	39
2010/01/07	58	39
2010/01/08	58	38
2010/01/09	59	39
2010/01/10	59	39
2010/01/11	59	38
2010/01/12	59	38
2010/01/13	59	38
2010/01/14	58	38
2010/01/15	59	38
2010/01/16	58	38
2010/01/17	61	39
2010/01/18	61	39
2010/01/19	60	39
2010/01/20	60	39
2010/01/21	60	39
2010/01/22	60	39
2010/01/23	60	39
2010/01/24	60	39
2010/01/25	60	39
2010/01/26	60	39
2010/01/27	59	39
2010/01/28	59	38
2010/01/29	59	38
2010/01/30	58	38
2010/01/31	58	38
2010/02/01	59	38
2010/02/02	59	38
2010/02/03	59	38
2010/02/04	59	38
2010/02/05	59	38
2010/02/06	59	38
2010/02/07	58	37
2010/02/08	58	37
2010/02/09	58	37
2010/02/10	58	36
2010/02/11	57	36
2010/02/12	57	36
2010/02/13	57	37
2010/02/14	57	36
2010/02/15	56	36
2010/02/16	56	35
2010/02/17	55	35
2010/02/18	55	35
2010/02/19	55	34
2010/02/20	54	34
2010/02/21	54	34
2010/02/22	55	34
2010/02/23	54	34
2010/02/24	55	35
2010/02/25	56	36
2010/02/26	55	35
2010/02/27	55	35
2010/02/28	55	35
2010/03/01	54	34
2010/03/02	54	35
2010/03/03	54	35
2010/03/04	53	34
2010/03/05	53	34
2010/03/06	52	33
2010/03/07	52	33
2010/03/08	51	32
2010/03/09	51	32
2010/03/10	51	32
2010/03/11	50	31
2010/03/12	51	32
2010/03/13	52	34
2010/03/14	51	33
2010/03/15	50	33
2010/03/16	50	32
2010/03/17	49	32
2010/03/18	49	32
2010/03/19	49	31
2010/03/20	48	31
2010/03/21	48	30
2010/03/22	48	30
2010/03/23	47	30
2010/03/24	47	29
2010/03/25	46	29
2010/03/26	52	34
2010/03/27	51	34
2010/03/28	51	34
2010/03/29	53	38
2010/03/30	53	38
2010/03/31	53	38
2010/04/01	53	38
2010/04/02	52	38
2010/04/03	52	38
2010/04/04	52	39
2010/04/05	52	39
2010/04/06	52	39
2010/04/07	51	39
2010/04/08	51	38
2010/04/09	51	38
2010/04/10	50	38
2010/04/11	50	38
2010/04/12	51	39
2010/04/13	51	39
2010/04/14	51	38
2010/04/15	50	38
2010/04/16	50	37
2010/04/17	50	37
2010/04/18	50	38
2010/04/19	53	42
2010/04/20	53	43
2010/04/21	54	43
2010/04/22	54	43
2010/04/23	54	43
2010/04/24	54	43
2010/04/25	53	42
2010/04/26	57	46
2010/04/27	57	46
2010/04/28	57	45
2010/04/29	57	45
2010/04/30	57	45
2010/05/01	57	44
2010/05/02	56	44
2010/05/03	56	43
2010/05/04	56	43
2010/05/05	55	42
2010/05/06	55	42
2010/05/07	55	42
2010/05/08	54	42
2010/05/09	54	41
2010/05/10	53	40
2010/05/11	52	40
2010/05/12	52	39
2010/05/13	51	38
2010/05/14	51	38
2010/05/15	50	37
2010/05/16	49	36
2010/05/17	49	36
2010/05/18	50	36
2010/05/19	50	38
2010/05/20	51	38
2010/05/21	51	38
2010/05/22	50	37
2010/05/23	49	36
2010/05/24	49	36
2010/05/25	48	35
2010/05/26	48	36
2010/05/27	49	35
2010/05/28	48	35
2010/05/29	50	35
2010/05/30	50	36
2010/05/31	50	36
2010/06/01	50	37
2010/06/02	50	36
2010/06/03	50	36
2010/06/04	49	37
2010/06/05	49	36
2010/06/06	49	37
2010/06/07	49	37
2010/06/08	49	37
2010/06/09	51	37
2010/06/10	50	37
2010/06/11	50	36
2010/06/12	50	36
2010/06/13	49	36
2010/06/14	49	35
2010/06/15	49	35
2010/06/16	50	37
2010/06/17	49	36
2010/06/18	50	36
2010/06/19	49	36
2010/06/20	50	37
2010/06/21	50	37
2010/06/22	49	37
2010/06/23	49	36
2010/06/24	48	36
2010/06/25	48	35
2010/06/26	47	35
2010/06/27	47	34
2010/06/28	46	34
2010/06/29	46	34
2010/06/30	46	34
2010/07/01	47	34
2010/07/02	46	34
2010/07/03	48	39
2010/07/04	49	39
2010/07/05	50	39
2010/07/06	51	42
2010/07/07	51	41
2010/07/08	51	41
2010/07/09	53	41
2010/07/10	52	41
2010/07/11	53	40
2010/07/12	52	40
2010/07/13	52	39
2010/07/14	52	39
2010/07/15	52	40
2010/07/16	52	39
2010/07/17	51	39
2010/07/18	51	39
2010/07/19	51	39
2010/07/20	51	39
2010/07/21	50	38
2010/07/22	50	37
2010/07/23	51	39
2010/07/24	51	39
2010/07/25	51	38
2010/07/26	52	39
2010/07/27	51	39
2010/07/28	51	41
2010/07/29	51	40
2010/07/30	51	40
2010/07/31	50	40
2010/08/01	51	41
2010/08/02	51	41
2010/08/03	51	42
2010/08/04	51	41
2010/08/05	54	46
2010/08/06	54	45
2010/08/07	54	45
2010/08/08	56	47
2010/08/09	59	49
2010/08/10	60	49
2010/08/11	62	50
2010/08/12	60	50
2010/08/13	59	49
2010/08/14	60	52
2010/08/15	63	56
2010/08/16	66	56
2010/08/17	65	55
2010/08/18	65	55
2010/08/19	64	54
2010/08/20	65	54
2010/08/21	64	54
2010/08/22	66	57
2010/08/23	67	59
2010/08/24	67	59
2010/08/25	68	60
2010/08/26	68	61
2010/08/27	68	61
2010/08/28	67	61
2010/08/29	68	61
2010/08/30	68	61
2010/08/31	70	62
2010/09/01	69	61
2010/09/02	68	60
2010/09/03	68	60
2010/09/04	68	59
2010/09/05	67	59
2010/09/06	67	58
2010/09/07	68	59
2010/09/08	69	60
2010/09/09	68	59
2010/09/10	70	59
2010/09/11	69	59
2010/09/12	69	59
2010/09/13	69	58
2010/09/14	68	58
2010/09/15	69	57
2010/09/16	69	57
2010/09/17	69	57
2010/09/18	68	56
2010/09/19	67	55
2010/09/20	67	55
2010/09/21	66	54
2010/09/22	66	54
2010/09/23	67	54
2010/09/24	67	55
2010/09/25	69	57
2010/09/26	69	57
2010/09/27	68	57
2010/09/28	68	57
2010/09/29	71	60
2010/09/30	71	60
2010/10/01	71	60
2010/10/02	71	59
2010/10/03	70	59
2010/10/04	70	58
2010/10/05	69	57
2010/10/06	69	57
2010/10/07	68	56
2010/10/08	67	55
2010/10/09	67	55
2010/10/10	67	54
2010/10/11	66	54
2010/10/12	66	53
2010/10/13	67	53
2010/10/14	67	53
2010/10/15	67	53
2010/10/16	66	53
2010/10/17	66	52
2010/10/18	66	52
2010/10/19	65	51
2010/10/20	65	51
2010/10/21	65	51
2010/10/22	64	50
2010/10/23	64	50
2010/10/24	64	49
2010/10/25	64	49
2010/10/26	63	49
2010/10/27	63	48
2010/10/28	62	48
2010/10/29	62	47
2010/10/30	61	47
2010/10/31	61	46
2010/11/01	61	46
2010/11/02	61	46
2010/11/03	61	46
2010/11/04	61	47
2010/11/05	61	47
2010/11/06	60	46
2010/11/07	60	45
2010/11/08	59	45
2010/11/09	59	44
2010/11/10	58	44
2010/11/11	58	43
2010/11/12	58	43
2010/11/13	57	42
2010/11/14	57	42
2010/11/15	57	41
2010/11/16	57	41
2010/11/17	56	41
2010/11/18	56	40
2010/11/19	56	40
2010/11/20	56	40
2010/11/21	55	39
2010/11/22	55	39
2010/11/23	55	38
2010/11/24	55	38
2010/11/25	55	38
2010/11/26	54	38
2010/11/27	54	37
2010/11/28	54	37
2010/11/29	54	37
2010/11/30	54	36
2010/12/01	53	36
2010/12/02	53	35
2010/12/03	52	35
2010/12/04	52	35
2010/12/05	52	34
2010/12/06	52	34
2010/12/07	51	33
2010/12/08	51	33
2010/12/09	50	33
2010/12/10	50	33
2010/12/11	50	32
2010/12/12	50	32
2010/12/13	49	32
2010/12/14	49	31
2010/12/15	48	31
2010/12/16	48	31
2010/12/17	48	30
2010/12/18	48	31
2010/12/19	50	32
2010/12/20	50	31
2010/12/21	49	31
2010/12/22	49	31
2010/12/23	49	31
2010/12/24	48	30
2010/12/25	48	30
2010/12/26	48	30
2010/12/27	48	30
2010/12/28	47	29
2010/12/29	47	29
2010/12/30	47	29
2010/12/31	47	29
2011/01/01	47	28
2011/01/02	47	28
2011/01/03	46	28
2011/01/04	46	28
2011/01/05	46	27
2011/01/06	46	27
2011/01/07	45	27
2011/01/08	45	26
2011/01/09	44	26
2011/01/10	44	26
2011/01/11	44	26
2011/01/12	43	25
2011/01/13	43	25
2011/01/14	42	24
2011/01/15	42	24
2011/01/16	42	24
2011/01/17	42	24
2011/01/18	44	26
2011/01/19	44	26
2011/01/20	43	26
2011/01/21	43	25
2011/01/22	43	25
2011/01/23	42	24
2011/01/24	42	24
2011/01/25	42	24
2011/01/26	43	26
2011/01/27	43	26
2011/01/28	42	25
2011/01/29	42	25
2011/01/30	42	24
2011/01/31	41	24
2011/02/01	41	24
2011/02/02	41	24
2011/02/03	41	23
2011/02/04	40	23
2011/02/05	40	23
2011/02/06	40	22
2011/02/07	39	22
2011/02/08	39	21
2011/02/09	38	21
2011/02/10	38	21
2011/02/11	38	21
2011/02/12	37	20
2011/02/13	37	20
2011/02/14	36	20
2011/02/15	36	19
2011/02/16	36	19
2011/02/17	35	18
2011/02/18	35	18
2011/02/19	34	17
2011/02/20	34	17
2011/02/21	33	17
2011/02/22	33	16
2011/02/23	33	16
2011/02/24	32	15
2011/02/25	32	15
2011/02/26	31	14
2011/02/27	30	14
2011/02/28	30	13
2011/03/01	29	13
2011/03/02	29	13
2011/03/03	28	12
2011/03/04	28	11
2011/03/05	27	10
2011/03/06	27	10
2011/03/07	26	9
2011/03/08	26	9
2011/03/09	25	8
2011/03/10	25	12
2011/03/11	25	12
2011/03/12	25	10
2011/03/13	24	10
2011/03/14	23	8
2011/03/15	23	8
2011/03/16	22	7
2011/03/17	21	6
2011/03/18	20	5
2011/03/19	19	4
2011/03/20	18	3
2011/03/21	17	2
2011/03/22	16	1
2011/03/23	16	0
2011/03/24	15	-1
2011/03/25	14	-2
2011/03/26	13	-3
2011/03/27	12	-5
2011/03/28	11	-5
2011/03/29	11	-6
2011/03/30	16	3
2011/03/31	16	2
2011/04/01	15	0
2011/04/02	14	-2
2011/04/03	13	-3
2011/04/04	13	-5
2011/04/05	12	-5
2011/04/06	12	-2
2011/04/07	11	-4
2011/04/08	10	-6
2011/04/09	9	-6
2011/04/10	8	-6
2011/04/11	7	-6
2011/04/12	6	-6
2011/04/13	5	-7
2011/04/14	4	-7
2011/04/15	3	-7
2011/04/16	2	-7
2011/04/17	1	-7
2011/04/18	2	-7
2011/04/19	4	-7
2011/04/20	4	-7
2011/04/21	3	-7
2011/04/22	2	-7
