k,S1,S2,S3,ST1,ST2,ST3,lambda,FST1,FST2,FST3,increase,Sinteract
0.075,1,0.7,0.8,0.987,0.6909,0.7896,0.024094128,0.987,0.6909,0.7896,0,0.53844269
0.075,1,0.7,0.6,0.987,0.6909,0.5922,0.002749209,0.987,0.6909,0.5922,0,0.403832017
0.075,1,0.6,0.9,0.987,0.5922,0.8883,0.017586349,0.987,0.5922,0.8883,0,0.519212594
0.075,1,0.6,0.8,0.987,0.5922,0.7896,0.007041737,0.987,0.5922,0.7896,0,0.461522305
0.075,1,0.6,0.7,0.987,0.5922,0.6909,0.002690403,0.987,0.5922,0.6909,0,0.403832017
0.075,0.9,1,0.8,0.8883,0.987,0.7896,0.252584738,0.8883,0.987,0.7896,0,0.692283458
0.075,0.9,1,0.7,0.8883,0.987,0.6909,0.055741331,0.8883,0.987,0.6909,0,0.605748026
0.075,0.9,1,0.6,0.8883,0.987,0.5922,0.014532513,0.8883,0.987,0.5922,0,0.519212594
0.075,0.9,0.8,1,0.8883,0.7896,0.987,0.249897592,0.8883,0.7896,0.987,0,0.692283458
0.075,0.9,0.8,0.7,0.8883,0.7896,0.6909,0.00821849,0.8883,0.7896,0.6909,0,0.484598421
0.075,0.9,0.8,0.6,0.8883,0.7896,0.5922,0.002669325,0.8883,0.7896,0.5922,0,0.415370075
0.075,0.9,0.7,1,0.8883,0.6909,0.987,0.054486805,0.8883,0.6909,0.987,0,0.605748026
0.075,0.9,0.7,0.8,0.8883,0.6909,0.7896,0.008106158,0.8883,0.6909,0.7896,0,0.484598421
0.075,0.9,0.7,0.6,0.8883,0.6909,0.5922,0.001026921,0.8883,0.6909,0.5922,0,0.363448816
0.075,0.9,0.6,1,0.8883,0.5922,0.987,0.013823577,0.8883,0.5922,0.987,0,0.519212594
0.075,0.9,0.6,0.8,0.8883,0.5922,0.7896,0.002569203,0.8883,0.5922,0.7896,0,0.415370075
0.075,0.9,0.6,0.7,0.8883,0.5922,0.6909,0.001005173,0.8883,0.5922,0.6909,0,0.363448816
0.075,0.8,1,0.9,0.7896,0.987,0.8883,0.171482261,0.7896,0.987,0.8883,0,0.692283458
0.075,0.8,1,0.7,0.7896,0.987,0.6909,0.014769753,0.7896,0.987,0.6909,0,0.53844269
0.075,0.8,1,0.6,0.7896,0.987,0.5922,0.004532409,0.7896,0.987,0.5922,0,0.461522305
0.075,0.8,0.9,1,0.7896,0.8883,0.987,0.170976284,0.7896,0.8883,0.987,0,0.692283458
0.075,0.8,0.9,0.7,0.7896,0.8883,0.6909,0.006410148,0.7896,0.8883,0.6909,0,0.484598421
0.075,0.8,0.9,0.6,0.7896,0.8883,0.5922,0.002078265,0.7896,0.8883,0.5922,0,0.415370075
0.075,0.8,0.7,1,0.7896,0.6909,0.987,0.014471009,0.7896,0.6909,0.987,0,0.53844269
0.075,0.8,0.7,0.9,0.7896,0.6909,0.8883,0.006289346,0.7896,0.6909,0.8883,0,0.484598421
0.075,0.8,0.7,0.6,0.7896,0.6909,0.5922,3.45E-04,0.7896,0.6909,0.5922,0,0.323065614
0.075,0.8,0.6,1,0.7896,0.5922,0.987,0.00431721,0.7896,0.5922,0.987,0,0.461522305
0.075,0.8,0.6,0.9,0.7896,0.5922,0.8883,0.001983668,0.7896,0.5922,0.8883,0,0.415370075
0.075,0.8,0.6,0.7,0.7896,0.5922,0.6909,3.38E-04,0.7896,0.5922,0.6909,0,0.323065614
0.075,0.7,1,0.9,0.6909,0.987,0.8883,0.029879218,0.6909,0.987,0.8883,0,0.605748026
0.075,0.7,1,0.8,0.6909,0.987,0.7896,0.011042372,0.6909,0.987,0.7896,0,0.53844269
0.075,0.7,1,0.6,0.6909,0.987,0.5922,0.001287161,0.6909,0.987,0.5922,0,0.403832017
0.075,0.7,0.9,1,0.6909,0.8883,0.987,0.029811582,0.6909,0.8883,0.987,0,0.605748026
0.075,0.7,0.9,0.8,0.6909,0.8883,0.7896,0.004840315,0.6909,0.8883,0.7896,0,0.484598421
0.075,0.7,0.9,0.6,0.6909,0.8883,0.5922,5.99E-04,0.6909,0.8883,0.5922,0,0.363448816
0.075,0.7,0.8,1,0.6909,0.7896,0.987,0.010962596,0.6909,0.7896,0.987,0,0.53844269
0.075,0.7,0.8,0.9,0.6909,0.7896,0.8883,0.004814338,0.6909,0.7896,0.8883,0,0.484598421
0.075,0.7,0.8,0.6,0.6909,0.7896,0.5922,2.58E-04,0.6909,0.7896,0.5922,0,0.323065614
0.075,0.7,0.6,1,0.6909,0.5922,0.987,0.001226753,0.6909,0.5922,0.987,0,0.403832017
0.075,0.7,0.6,0.9,0.6909,0.5922,0.8883,5.72E-04,0.6909,0.5922,0.8883,0,0.363448816
0.075,0.7,0.6,0.8,0.6909,0.5922,0.7896,2.48E-04,0.6909,0.5922,0.7896,0,0.323065614
0.075,0.6,1,0.9,0.5922,0.987,0.8883,0.006058257,0.5922,0.987,0.8883,0,0.519212594
0.075,0.6,1,0.8,0.5922,0.987,0.7896,0.002479073,0.5922,0.987,0.7896,0,0.461522305
0.075,0.6,1,0.7,0.5922,0.987,0.6909,9.28E-04,0.5922,0.987,0.6909,0,0.403832017
0.075,0.6,0.9,1,0.5922,0.8883,0.987,0.006045772,0.5922,0.8883,0.987,0,0.519212594
0.075,0.6,0.9,0.8,0.5922,0.8883,0.7896,0.001130814,0.5922,0.8883,0.7896,0,0.415370075
0.075,0.6,0.9,0.7,0.5922,0.8883,0.6909,4.29E-04,0.5922,0.8883,0.6909,0,0.363448816
0.075,0.6,0.8,1,0.5922,0.7896,0.987,0.002461817,0.5922,0.7896,0.987,0,0.461522305
0.075,0.6,0.8,0.9,0.5922,0.7896,0.8883,0.001124846,0.5922,0.7896,0.8883,0,0.415370075
0.075,0.6,0.8,0.7,0.5922,0.7896,0.6909,1.83E-04,0.5922,0.7896,0.6909,0,0.323065614
0.075,0.6,0.7,1,0.5922,0.6909,0.987,9.10E-04,0.5922,0.6909,0.987,0,0.403832017
0.075,0.6,0.7,0.9,0.5922,0.6909,0.8883,4.21E-04,0.5922,0.6909,0.8883,0,0.363448816
0.075,0.6,0.7,0.8,0.5922,0.6909,0.7896,1.80E-04,0.5922,0.6909,0.7896,0,0.323065614
0.08,1,1,1,0.987,0.987,0.987,459.9200782,0.987,0.987,0.987,1,0.961504803
0.08,0.9,1,1,0.8883,0.987,0.987,20.66107852,0.8883,0.987,0.987,1,0.865354323
0.08,0.8,1,1,0.7896,0.987,0.987,1.318242046,0.7896,0.987,0.987,1,0.769203842
0.08,0.7,1,1,0.6909,0.987,0.987,0.144348997,0.6909,0.987,0.987,0,0.673053362
0.08,0.6,1,1,0.5922,0.987,0.987,0.02449188,0.5922,0.987,0.987,0,0.576902882
0.08,1,0.9,1,0.987,0.8883,0.987,28.43490774,0.987,0.8883,0.987,1,0.865354323
0.08,1,0.8,1,0.987,0.7896,0.987,2.212422175,0.987,0.7896,0.987,1,0.769203842
0.08,1,0.7,1,0.987,0.6909,0.987,0.257312112,0.987,0.6909,0.987,0,0.673053362
0.08,1,0.6,1,0.987,0.5922,0.987,0.044844462,0.987,0.5922,0.987,0,0.576902882
0.08,1,1,0.9,0.987,0.987,0.8883,39.5136563,0.987,0.987,0.8883,1,0.865354323
0.08,1,1,0.8,0.987,0.987,0.7896,3.873590704,0.987,0.987,0.7896,1,0.769203842
0.08,1,1,0.7,0.987,0.987,0.6909,0.497709392,0.987,0.987,0.6909,0,0.673053362
0.08,1,1,0.6,0.987,0.987,0.5922,0.089789562,0.987,0.987,0.5922,0,0.576902882
0.08,0.9,0.9,0.9,0.8883,0.8883,0.8883,0.457987248,0.8883,0.8883,0.8883,0,0.700937001
0.08,1,0.9,0.9,0.987,0.8883,0.8883,3.668728074,0.987,0.8883,0.8883,1,0.77881889
0.08,0.8,0.9,0.9,0.7896,0.8883,0.8883,0.084187584,0.7896,0.8883,0.8883,0,0.623055112
0.08,0.7,0.9,0.9,0.6909,0.8883,0.8883,0.019904606,0.6909,0.8883,0.8883,0,0.545173223
0.08,0.6,0.9,0.9,0.5922,0.8883,0.8883,0.004902671,0.5922,0.8883,0.8883,0,0.467291334
0.08,0.9,1,0.9,0.8883,0.987,0.8883,2.812232377,0.8883,0.987,0.8883,1,0.77881889
0.08,0.9,0.8,0.9,0.8883,0.7896,0.8883,0.099443817,0.8883,0.7896,0.8883,0,0.623055112
0.08,0.9,0.7,0.9,0.8883,0.6909,0.8883,0.026456835,0.8883,0.6909,0.8883,0,0.545173223
0.08,0.9,0.6,0.9,0.8883,0.5922,0.8883,0.007430429,0.8883,0.5922,0.8883,0,0.467291334
0.08,0.9,0.9,1,0.8883,0.8883,0.987,2.173839335,0.8883,0.8883,0.987,1,0.77881889
0.08,0.9,0.9,0.8,0.8883,0.8883,0.7896,0.118234152,0.8883,0.8883,0.7896,0,0.623055112
0.08,0.9,0.9,0.7,0.8883,0.8883,0.6909,0.035717951,0.8883,0.8883,0.6909,0,0.545173223
0.08,0.9,0.9,0.6,0.8883,0.8883,0.5922,0.011485536,0.8883,0.8883,0.5922,0,0.467291334
0.08,0.8,0.8,0.8,0.7896,0.7896,0.7896,0.011161233,0.7896,0.7896,0.7896,0,0.492290459
0.08,1,0.8,0.8,0.987,0.7896,0.7896,0.120109347,0.987,0.7896,0.7896,0,0.615363074
0.08,0.9,0.8,0.8,0.8883,0.7896,0.7896,0.035077457,0.8883,0.7896,0.7896,0,0.553826767
0.08,0.7,0.8,0.8,0.6909,0.7896,0.7896,0.003446445,0.6909,0.7896,0.7896,0,0.430754152
0.08,0.6,0.8,0.8,0.5922,0.7896,0.7896,9.37E-04,0.5922,0.7896,0.7896,0,0.369217844
0.08,0.8,1,0.8,0.7896,0.987,0.7896,0.086676448,0.7896,0.987,0.7896,0,0.615363074
0.08,0.8,0.9,0.8,0.7896,0.8883,0.7896,0.030439346,0.7896,0.8883,0.7896,0,0.553826767
0.08,0.8,0.7,0.8,0.7896,0.6909,0.7896,0.003955852,0.7896,0.6909,0.7896,0,0.430754152
0.08,0.8,0.6,0.8,0.7896,0.5922,0.7896,0.001265927,0.7896,0.5922,0.7896,0,0.369217844
0.08,0.8,0.8,1,0.7896,0.7896,0.987,0.064018018,0.7896,0.7896,0.987,0,0.615363074
0.08,0.8,0.8,0.9,0.7896,0.7896,0.8883,0.026543691,0.7896,0.7896,0.8883,0,0.553826767
0.08,0.8,0.8,0.7,0.7896,0.7896,0.6909,0.004534107,0.7896,0.7896,0.6909,0,0.430754152
0.08,0.8,0.8,0.6,0.7896,0.7896,0.5922,0.001699182,0.7896,0.7896,0.5922,0,0.369217844
0.08,0.7,0.7,0.7,0.6909,0.6909,0.6909,5.50E-04,0.6909,0.6909,0.6909,0,0.329796147
0.08,1,0.7,0.7,0.987,0.6909,0.6909,0.011675249,0.987,0.6909,0.6909,0,0.471137353
0.08,0.9,0.7,0.7,0.8883,0.6909,0.6909,0.004587842,0.8883,0.6909,0.6909,0,0.424023618
0.08,0.8,0.7,0.7,0.7896,0.6909,0.6909,0.001682094,0.7896,0.6909,0.6909,0,0.376909883
0.08,0.6,0.7,0.7,0.5922,0.6909,0.6909,1.52E-04,0.5922,0.6909,0.6909,0,0.282682412
0.08,0.7,1,0.7,0.6909,0.987,0.6909,0.007869398,0.6909,0.987,0.6909,0,0.471137353
0.08,0.7,0.9,0.7,0.6909,0.8883,0.6909,0.003500342,0.6909,0.8883,0.6909,0,0.424023618
0.08,0.7,0.8,0.7,0.6909,0.7896,0.6909,0.001455961,0.6909,0.7896,0.6909,0,0.376909883
0.08,0.7,0.6,0.7,0.6909,0.5922,0.6909,1.82E-04,0.6909,0.5922,0.6909,0,0.282682412
0.08,0.7,0.7,1,0.6909,0.6909,0.987,0.005483117,0.6909,0.6909,0.987,0,0.471137353
0.08,0.7,0.7,0.9,0.6909,0.6909,0.8883,0.002726238,0.6909,0.6909,0.8883,0,0.424023618
0.08,0.7,0.7,0.8,0.6909,0.6909,0.7896,0.001274557,0.6909,0.6909,0.7896,0,0.376909883
0.08,0.7,0.7,0.6,0.6909,0.6909,0.5922,2.13E-04,0.6909,0.6909,0.5922,0,0.282682412
0.08,0.6,0.6,0.6,0.5922,0.5922,0.5922,1.99E-05,0.5922,0.5922,0.5922,0,0.207685037
0.08,1,0.6,0.6,0.987,0.5922,0.5922,0.001401144,0.987,0.5922,0.5922,0,0.346141729
0.08,0.9,0.6,0.6,0.8883,0.5922,0.5922,5.80E-04,0.8883,0.5922,0.5922,0,0.311527556
0.08,0.8,0.6,0.6,0.7896,0.5922,0.5922,2.18E-04,0.7896,0.5922,0.5922,0,0.276913383
0.08,0.7,0.6,0.6,0.6909,0.5922,0.5922,7.17E-05,0.6909,0.5922,0.5922,0,0.24229921
0.08,0.6,1,0.6,0.5922,0.987,0.5922,7.78E-04,0.5922,0.987,0.5922,0,0.346141729
0.08,0.6,0.9,0.6,0.5922,0.8883,0.5922,3.61E-04,0.5922,0.8883,0.5922,0,0.311527556
0.08,0.6,0.8,0.6,0.5922,0.7896,0.5922,1.54E-04,0.5922,0.7896,0.5922,0,0.276913383
0.08,0.6,0.7,0.6,0.5922,0.6909,0.5922,5.92E-05,0.5922,0.6909,0.5922,0,0.24229921
0.08,0.6,0.6,1,0.5922,0.5922,0.987,4.70E-04,0.5922,0.5922,0.987,0,0.346141729
0.08,0.6,0.6,0.9,0.5922,0.5922,0.8883,2.41E-04,0.5922,0.5922,0.8883,0,0.311527556
0.08,0.6,0.6,0.8,0.5922,0.5922,0.7896,1.15E-04,0.5922,0.5922,0.7896,0,0.276913383
0.08,0.6,0.6,0.7,0.5922,0.5922,0.6909,5.05E-05,0.5922,0.5922,0.6909,0,0.24229921
0.08,1,0.9,0.8,0.987,0.8883,0.7896,0.586920283,0.987,0.8883,0.7896,0,0.692283458
0.08,1,0.9,0.7,0.987,0.8883,0.6909,0.122754526,0.987,0.8883,0.6909,0,0.605748026
0.08,1,0.9,0.6,0.987,0.8883,0.5922,0.031746078,0.987,0.8883,0.5922,0,0.519212594
0.08,1,0.8,0.9,0.987,0.7896,0.8883,0.465328041,0.987,0.7896,0.8883,0,0.692283458
0.08,1,0.8,0.7,0.987,0.7896,0.6909,0.036395174,0.987,0.7896,0.6909,0,0.53844269
0.08,1,0.8,0.6,0.987,0.7896,0.5922,0.011788597,0.987,0.7896,0.5922,0,0.461522305
0.08,1,0.7,0.9,0.987,0.6909,0.8883,0.084795566,0.987,0.6909,0.8883,0,0.605748026
0.08,1,0.7,0.8,0.987,0.6909,0.7896,0.030895225,0.987,0.6909,0.7896,0,0.53844269
0.08,1,0.7,0.6,0.987,0.6909,0.5922,0.004263043,0.987,0.6909,0.5922,0,0.403832017
0.08,1,0.6,0.9,0.987,0.5922,0.8883,0.019625229,0.987,0.5922,0.8883,0,0.519212594
0.08,1,0.6,0.8,0.987,0.5922,0.7896,0.008602643,0.987,0.5922,0.7896,0,0.461522305
0.08,1,0.6,0.7,0.987,0.5922,0.6909,0.003623715,0.987,0.5922,0.6909,0,0.403832017
0.08,0.9,1,0.8,0.8883,0.987,0.7896,0.476727683,0.8883,0.987,0.7896,0,0.692283458
0.08,0.9,1,0.7,0.8883,0.987,0.6909,0.104619458,0.8883,0.987,0.6909,0,0.605748026
0.08,0.9,1,0.6,0.8883,0.987,0.5922,0.027802001,0.8883,0.987,0.5922,0,0.519212594
0.08,0.9,0.8,1,0.8883,0.7896,0.987,0.314975452,0.8883,0.7896,0.987,0,0.692283458
0.08,0.9,0.8,0.7,0.8883,0.7896,0.6909,0.012936092,0.8883,0.7896,0.6909,0,0.484598421
0.08,0.9,0.8,0.6,0.8883,0.7896,0.5922,0.004633815,0.8883,0.7896,0.5922,0,0.415370075
0.08,0.9,0.7,1,0.8883,0.6909,0.987,0.063561007,0.8883,0.6909,0.987,0,0.605748026
0.08,0.9,0.7,0.8,0.8883,0.6909,0.7896,0.011189221,0.8883,0.6909,0.7896,0,0.484598421
0.08,0.9,0.7,0.6,0.8883,0.6909,0.5922,0.001740105,0.8883,0.6909,0.5922,0,0.363448816
0.08,0.9,0.6,1,0.8883,0.5922,0.987,0.015488252,0.8883,0.5922,0.987,0,0.519212594
0.08,0.9,0.6,0.8,0.8883,0.5922,0.7896,0.003430843,0.8883,0.5922,0.7896,0,0.415370075
0.08,0.9,0.6,0.7,0.8883,0.5922,0.6909,0.001483532,0.8883,0.5922,0.6909,0,0.363448816
0.08,0.8,1,0.9,0.7896,0.987,0.8883,0.308217471,0.7896,0.987,0.8883,0,0.692283458
0.08,0.8,1,0.7,0.7896,0.987,0.6909,0.027656154,0.7896,0.987,0.6909,0,0.53844269
0.08,0.8,1,0.6,0.7896,0.987,0.5922,0.009116078,0.7896,0.987,0.5922,0,0.461522305
0.08,0.8,0.9,1,0.7896,0.8883,0.987,0.25655867,0.7896,0.8883,0.987,0,0.692283458
0.08,0.8,0.9,0.7,0.7896,0.8883,0.6909,0.011344207,0.7896,0.8883,0.6909,0,0.484598421
0.08,0.8,0.9,0.6,0.7896,0.8883,0.5922,0.004058825,0.7896,0.8883,0.5922,0,0.415370075
0.08,0.8,0.7,1,0.7896,0.6909,0.987,0.018465736,0.7896,0.6909,0.987,0,0.53844269
0.08,0.8,0.7,0.9,0.7896,0.6909,0.8883,0.008706823,0.7896,0.6909,0.8883,0,0.484598421
0.08,0.8,0.7,0.6,0.7896,0.6909,0.5922,6.48E-04,0.7896,0.6909,0.5922,0,0.323065614
0.08,0.8,0.6,1,0.7896,0.5922,0.987,0.005355828,0.7896,0.5922,0.987,0,0.461522305
0.08,0.8,0.6,0.9,0.7896,0.5922,0.8883,0.002680195,0.7896,0.5922,0.8883,0,0.415370075
0.08,0.8,0.6,0.7,0.7896,0.5922,0.6909,5.54E-04,0.7896,0.5922,0.6909,0,0.323065614
0.08,0.7,1,0.9,0.6909,0.987,0.8883,0.052620701,0.6909,0.987,0.8883,0,0.605748026
0.08,0.7,1,0.8,0.6909,0.987,0.7896,0.020371836,0.6909,0.987,0.7896,0,0.53844269
0.08,0.7,1,0.6,0.6909,0.987,0.5922,0.00285024,0.6909,0.987,0.5922,0,0.403832017
0.08,0.7,0.9,1,0.6909,0.8883,0.987,0.046119238,0.6909,0.8883,0.987,0,0.605748026
0.08,0.7,0.9,0.8,0.6909,0.8883,0.7896,0.008554095,0.6909,0.8883,0.7896,0,0.484598421
0.08,0.7,0.9,0.6,0.6909,0.8883,0.5922,0.00130752,0.6909,0.8883,0.5922,0,0.363448816
0.08,0.7,0.8,1,0.6909,0.7896,0.987,0.015981629,0.6909,0.7896,0.987,0,0.53844269
0.08,0.7,0.8,0.9,0.6909,0.7896,0.8883,0.007585769,0.6909,0.7896,0.8883,0,0.484598421
0.08,0.7,0.8,0.6,0.6909,0.7896,0.5922,5.55E-04,0.6909,0.7896,0.5922,0,0.323065614
0.08,0.7,0.6,1,0.6909,0.5922,0.987,0.001710702,0.6909,0.5922,0.987,0,0.403832017
0.08,0.7,0.6,0.9,0.6909,0.5922,0.8883,8.70E-04,0.6909,0.5922,0.8883,0,0.363448816
0.08,0.7,0.6,0.8,0.6909,0.5922,0.7896,4.15E-04,0.6909,0.5922,0.7896,0,0.323065614
0.08,0.6,1,0.9,0.5922,0.987,0.8883,0.011252316,0.5922,0.987,0.8883,0,0.519212594
0.08,0.6,1,0.8,0.5922,0.987,0.7896,0.005006067,0.5922,0.987,0.7896,0,0.461522305
0.08,0.6,1,0.7,0.5922,0.987,0.6909,0.002079427,0.5922,0.987,0.6909,0,0.403832017
0.08,0.6,0.9,1,0.5922,0.8883,0.987,0.010099895,0.5922,0.8883,0.987,0,0.519212594
0.08,0.6,0.9,0.8,0.5922,0.8883,0.7896,0.002250207,0.5922,0.8883,0.7896,0,0.415370075
0.08,0.6,0.9,0.7,0.5922,0.8883,0.6909,9.51E-04,0.5922,0.8883,0.6909,0,0.363448816
0.08,0.6,0.8,1,0.5922,0.7896,0.987,0.004021504,0.5922,0.7896,0.987,0,0.461522305
0.08,0.6,0.8,0.9,0.5922,0.7896,0.8883,0.002007551,0.5922,0.7896,0.8883,0,0.415370075
0.08,0.6,0.8,0.7,0.5922,0.7896,0.6909,4.01E-04,0.5922,0.7896,0.6909,0,0.323065614
0.08,0.6,0.7,1,0.5922,0.6909,0.987,0.001470823,0.5922,0.6909,0.987,0,0.403832017
0.08,0.6,0.7,0.9,0.5922,0.6909,0.8883,7.45E-04,0.5922,0.6909,0.8883,0,0.363448816
0.08,0.6,0.7,0.8,0.5922,0.6909,0.7896,3.51E-04,0.5922,0.6909,0.7896,0,0.323065614
0.085,1,1,1,0.987,0.987,0.987,633.1001667,0.987,0.987,0.987,1,0.961504803
0.085,0.9,1,1,0.8883,0.987,0.987,34.7270982,0.8883,0.987,0.987,1,0.865354323
0.085,0.8,1,1,0.7896,0.987,0.987,2.444739541,0.7896,0.987,0.987,1,0.769203842
0.085,0.7,1,1,0.6909,0.987,0.987,0.266412614,0.6909,0.987,0.987,0,0.673053362
0.085,0.6,1,1,0.5922,0.987,0.987,0.044891433,0.5922,0.987,0.987,0,0.576902882
0.085,1,0.9,1,0.987,0.8883,0.987,34.80332399,0.987,0.8883,0.987,1,0.865354323
0.085,1,0.8,1,0.987,0.7896,0.987,2.453795483,0.987,0.7896,0.987,1,0.769203842
0.085,1,0.7,1,0.987,0.6909,0.987,0.267769102,0.987,0.6909,0.987,0,0.673053362
0.085,1,0.6,1,0.987,0.5922,0.987,0.045256198,0.987,0.5922,0.987,0,0.576902882
0.085,1,1,0.9,0.987,0.987,0.8883,49.03475448,0.987,0.987,0.8883,1,0.865354323
0.085,1,1,0.8,0.987,0.987,0.7896,4.383197571,0.987,0.987,0.7896,1,0.769203842
0.085,1,1,0.7,0.987,0.987,0.6909,0.526458557,0.987,0.987,0.6909,0,0.673053362
0.085,1,1,0.6,0.987,0.987,0.5922,0.091501955,0.987,0.987,0.5922,0,0.576902882
0.085,0.9,0.9,0.9,0.8883,0.8883,0.8883,0.595374836,0.8883,0.8883,0.8883,0,0.700937001
0.085,1,0.9,0.9,0.987,0.8883,0.8883,4.143064809,0.987,0.8883,0.8883,1,0.77881889
0.085,0.8,0.9,0.9,0.7896,0.8883,0.8883,0.11827231,0.7896,0.8883,0.8883,0,0.623055112
0.085,0.7,0.9,0.9,0.6909,0.8883,0.8883,0.029854535,0.6909,0.8883,0.8883,0,0.545173223
0.085,0.6,0.9,0.9,0.5922,0.8883,0.8883,0.008112987,0.5922,0.8883,0.8883,0,0.467291334
0.085,0.9,1,0.9,0.8883,0.987,0.8883,4.131240065,0.8883,0.987,0.8883,1,0.77881889
0.085,0.9,0.8,0.9,0.8883,0.7896,0.8883,0.118552284,0.8883,0.7896,0.8883,0,0.623055112
0.085,0.9,0.7,0.9,0.8883,0.6909,0.8883,0.030021685,0.8883,0.6909,0.8883,0,0.545173223
0.085,0.9,0.6,0.9,0.8883,0.5922,0.8883,0.008214727,0.8883,0.5922,0.8883,0,0.467291334
0.085,0.9,0.9,1,0.8883,0.8883,0.987,3.137564268,0.8883,0.8883,0.987,1,0.77881889
0.085,0.9,0.9,0.8,0.8883,0.8883,0.7896,0.142114451,0.8883,0.8883,0.7896,0,0.623055112
0.085,0.9,0.9,0.7,0.8883,0.8883,0.6909,0.040869107,0.8883,0.8883,0.6909,0,0.545173223
0.085,0.9,0.9,0.6,0.8883,0.8883,0.5922,0.01278965,0.8883,0.8883,0.5922,0,0.467291334
0.085,0.8,0.8,0.8,0.7896,0.7896,0.7896,0.014086172,0.7896,0.7896,0.7896,0,0.492290459
0.085,1,0.8,0.8,0.987,0.7896,0.7896,0.122975683,0.987,0.7896,0.7896,0,0.615363074
0.085,0.9,0.8,0.8,0.8883,0.7896,0.7896,0.040122353,0.8883,0.7896,0.7896,0,0.553826767
0.085,0.7,0.8,0.8,0.6909,0.7896,0.7896,0.004855197,0.6909,0.7896,0.7896,0,0.430754152
0.085,0.6,0.8,0.8,0.5922,0.7896,0.7896,0.001509087,0.5922,0.7896,0.7896,0,0.369217844
0.085,0.8,1,0.8,0.7896,0.987,0.7896,0.122034417,0.7896,0.987,0.7896,0,0.615363074
0.085,0.8,0.9,0.8,0.7896,0.8883,0.7896,0.039959454,0.7896,0.8883,0.7896,0,0.553826767
0.085,0.8,0.7,0.8,0.7896,0.6909,0.7896,0.004887759,0.7896,0.6909,0.7896,0,0.430754152
0.085,0.8,0.6,0.8,0.7896,0.5922,0.7896,0.001540028,0.7896,0.5922,0.7896,0,0.369217844
0.085,0.8,0.8,1,0.7896,0.7896,0.987,0.088081617,0.7896,0.7896,0.987,0,0.615363074
0.085,0.8,0.8,0.9,0.7896,0.7896,0.8883,0.034614994,0.7896,0.7896,0.8883,0,0.553826767
0.085,0.8,0.8,0.7,0.7896,0.7896,0.6909,0.005612955,0.7896,0.7896,0.6909,0,0.430754152
0.085,0.8,0.8,0.6,0.7896,0.7896,0.5922,0.002077747,0.7896,0.7896,0.5922,0,0.369217844
0.085,0.7,0.7,0.7,0.6909,0.6909,0.6909,7.58E-04,0.6909,0.6909,0.6909,0,0.329796147
0.085,1,0.7,0.7,0.987,0.6909,0.6909,0.011596063,0.987,0.6909,0.6909,0,0.471137353
0.085,0.9,0.7,0.7,0.8883,0.6909,0.6909,0.0050345,0.8883,0.6909,0.6909,0,0.424023618
0.085,0.8,0.7,0.7,0.7896,0.6909,0.6909,0.002054407,0.7896,0.6909,0.6909,0,0.376909883
0.085,0.6,0.7,0.7,0.5922,0.6909,0.6909,2.42E-04,0.5922,0.6909,0.6909,0,0.282682412
0.085,0.7,1,0.7,0.6909,0.987,0.6909,0.01130008,0.6909,0.987,0.6909,0,0.471137353
0.085,0.7,0.9,0.7,0.6909,0.8883,0.6909,0.004931198,0.6909,0.8883,0.6909,0,0.424023618
0.085,0.7,0.8,0.7,0.6909,0.7896,0.6909,0.002027617,0.6909,0.7896,0.6909,0,0.376909883
0.085,0.7,0.6,0.7,0.6909,0.5922,0.6909,2.48E-04,0.6909,0.5922,0.6909,0,0.282682412
0.085,0.7,0.7,1,0.6909,0.6909,0.987,0.007800534,0.6909,0.6909,0.987,0,0.471137353
0.085,0.7,0.7,0.9,0.6909,0.6909,0.8883,0.003827923,0.6909,0.6909,0.8883,0,0.424023618
0.085,0.7,0.7,0.8,0.6909,0.6909,0.7896,0.001772852,0.6909,0.6909,0.7896,0,0.376909883
0.085,0.7,0.7,0.6,0.6909,0.6909,0.5922,2.91E-04,0.6909,0.6909,0.5922,0,0.282682412
0.085,0.6,0.6,0.6,0.5922,0.5922,0.5922,3.10E-05,0.5922,0.5922,0.5922,0,0.207685037
0.085,1,0.6,0.6,0.987,0.5922,0.5922,0.001360396,0.987,0.5922,0.5922,0,0.346141729
0.085,0.9,0.6,0.6,0.8883,0.5922,0.5922,6.21E-04,0.8883,0.5922,0.5922,0,0.311527556
0.085,0.8,0.6,0.6,0.7896,0.5922,0.5922,2.60E-04,0.7896,0.5922,0.5922,0,0.276913383
0.085,0.7,0.6,0.6,0.6909,0.5922,0.5922,9.67E-05,0.6909,0.5922,0.5922,0,0.24229921
0.085,0.6,1,0.6,0.5922,0.987,0.5922,0.001251332,0.5922,0.987,0.5922,0,0.346141729
0.085,0.6,0.9,0.6,0.5922,0.8883,0.5922,5.77E-04,0.5922,0.8883,0.5922,0,0.311527556
0.085,0.6,0.8,0.6,0.5922,0.7896,0.5922,2.45E-04,0.5922,0.7896,0.5922,0,0.276913383
0.085,0.6,0.7,0.6,0.5922,0.6909,0.5922,9.32E-05,0.5922,0.6909,0.5922,0,0.24229921
0.085,0.6,0.6,1,0.5922,0.5922,0.987,7.54E-04,0.5922,0.5922,0.987,0,0.346141729
0.085,0.6,0.6,0.9,0.5922,0.5922,0.8883,3.84E-04,0.5922,0.5922,0.8883,0,0.311527556
