k,S1,S2,S3,ST1,ST2,ST3,lambda,FST1,FST2,FST3,increase,Sinteract
0.085,0.6,0.6,0.8,0.5922,0.5922,0.7896,1.82E-04,0.5922,0.5922,0.7896,0,0.276913383
0.085,0.6,0.6,0.7,0.5922,0.5922,0.6909,7.93E-05,0.5922,0.5922,0.6909,0,0.24229921
0.085,1,0.9,0.8,0.987,0.8883,0.7896,0.623702657,0.987,0.8883,0.7896,0,0.692283458
0.085,1,0.9,0.7,0.987,0.8883,0.6909,0.125724294,0.987,0.8883,0.6909,0,0.605748026
0.085,1,0.9,0.6,0.987,0.8883,0.5922,0.031898119,0.987,0.8883,0.5922,0,0.519212594
0.085,1,0.8,0.9,0.987,0.7896,0.8883,0.491391299,0.987,0.7896,0.8883,0,0.692283458
0.085,1,0.8,0.7,0.987,0.7896,0.6909,0.036606082,0.987,0.7896,0.6909,0,0.53844269
0.085,1,0.8,0.6,0.987,0.7896,0.5922,0.011724326,0.987,0.7896,0.5922,0,0.461522305
0.085,1,0.7,0.9,0.987,0.6909,0.8883,0.08632791,0.987,0.6909,0.8883,0,0.605748026
0.085,1,0.7,0.8,0.987,0.6909,0.7896,0.031015836,0.987,0.6909,0.7896,0,0.53844269
0.085,1,0.7,0.6,0.987,0.6909,0.5922,0.004195164,0.987,0.6909,0.5922,0,0.403832017
0.085,1,0.6,0.9,0.987,0.5922,0.8883,0.019606634,0.987,0.5922,0.8883,0,0.519212594
0.085,1,0.6,0.8,0.987,0.5922,0.7896,0.008511277,0.987,0.5922,0.7896,0,0.461522305
0.085,1,0.6,0.7,0.987,0.5922,0.6909,0.003548759,0.987,0.5922,0.6909,0,0.403832017
0.085,0.9,1,0.8,0.8883,0.987,0.7896,0.621263406,0.8883,0.987,0.7896,0,0.692283458
0.085,0.9,1,0.7,0.8883,0.987,0.6909,0.124977169,0.8883,0.987,0.6909,0,0.605748026
0.085,0.9,1,0.6,0.8883,0.987,0.5922,0.03157705,0.8883,0.987,0.5922,0,0.519212594
0.085,0.9,0.8,1,0.8883,0.7896,0.987,0.400044555,0.8883,0.7896,0.987,0,0.692283458
0.085,0.9,0.8,0.7,0.8883,0.7896,0.6909,0.014431263,0.8883,0.7896,0.6909,0,0.484598421
0.085,0.9,0.8,0.6,0.8883,0.7896,0.5922,0.005091196,0.8883,0.7896,0.5922,0,0.415370075
0.085,0.9,0.7,1,0.8883,0.6909,0.987,0.074314582,0.8883,0.6909,0.987,0,0.605748026
0.085,0.9,0.7,0.8,0.8883,0.6909,0.7896,0.012451219,0.8883,0.6909,0.7896,0,0.484598421
0.085,0.9,0.7,0.6,0.8883,0.6909,0.5922,0.001888905,0.8883,0.6909,0.5922,0,0.363448816
0.085,0.9,0.6,1,0.8883,0.5922,0.987,0.017357468,0.8883,0.5922,0.987,0,0.519212594
0.085,0.9,0.6,0.8,0.8883,0.5922,0.7896,0.003748291,0.8883,0.5922,0.7896,0,0.415370075
0.085,0.9,0.6,0.7,0.8883,0.5922,0.6909,0.001602472,0.8883,0.5922,0.6909,0,0.363448816
0.085,0.8,1,0.9,0.7896,0.987,0.8883,0.488916333,0.7896,0.987,0.8883,0,0.692283458
0.085,0.8,1,0.7,0.7896,0.987,0.6909,0.036120122,0.7896,0.987,0.6909,0,0.53844269
0.085,0.8,1,0.6,0.7896,0.987,0.5922,0.011441664,0.7896,0.987,0.5922,0,0.461522305
0.085,0.8,0.9,1,0.7896,0.8883,0.987,0.39941591,0.7896,0.8883,0.987,0,0.692283458
0.085,0.8,0.9,0.7,0.7896,0.8883,0.6909,0.014319756,0.7896,0.8883,0.6909,0,0.484598421
0.085,0.8,0.9,0.6,0.7896,0.8883,0.5922,0.005017662,0.7896,0.8883,0.5922,0,0.415370075
0.085,0.8,0.7,1,0.7896,0.6909,0.987,0.023709565,0.7896,0.6909,0.987,0,0.53844269
0.085,0.8,0.7,0.9,0.7896,0.6909,0.8883,0.010922358,0.7896,0.6909,0.8883,0,0.484598421
0.085,0.8,0.7,0.6,0.7896,0.6909,0.5922,7.84E-04,0.7896,0.6909,0.5922,0,0.323065614
0.085,0.8,0.6,1,0.7896,0.5922,0.987,0.006655278,0.7896,0.5922,0.987,0,0.461522305
0.085,0.8,0.6,0.9,0.7896,0.5922,0.8883,0.003294439,0.7896,0.5922,0.8883,0,0.415370075
0.085,0.8,0.6,0.7,0.7896,0.5922,0.6909,6.66E-04,0.7896,0.5922,0.6909,0,0.323065614
0.085,0.7,1,0.9,0.6909,0.987,0.8883,0.085655249,0.6909,0.987,0.8883,0,0.605748026
0.085,0.7,1,0.8,0.6909,0.987,0.7896,0.030594679,0.6909,0.987,0.7896,0,0.53844269
0.085,0.7,1,0.6,0.6909,0.987,0.5922,0.004002619,0.6909,0.987,0.5922,0,0.403832017
0.085,0.7,0.9,1,0.6909,0.8883,0.987,0.074073456,0.6909,0.8883,0.987,0,0.605748026
0.085,0.7,0.9,0.8,0.6909,0.8883,0.7896,0.012320208,0.6909,0.8883,0.7896,0,0.484598421
0.085,0.7,0.9,0.6,0.6909,0.8883,0.5922,0.001819517,0.6909,0.8883,0.5922,0,0.363448816
0.085,0.7,0.8,1,0.6909,0.7896,0.987,0.023666297,0.6909,0.7896,0.987,0,0.53844269
0.085,0.7,0.8,0.9,0.6909,0.7896,0.8883,0.010885388,0.6909,0.7896,0.8883,0,0.484598421
0.085,0.7,0.8,0.6,0.6909,0.7896,0.5922,7.66E-04,0.6909,0.7896,0.5922,0,0.323065614
0.085,0.7,0.6,1,0.6909,0.5922,0.987,0.002388858,0.6909,0.5922,0.987,0,0.403832017
0.085,0.7,0.6,0.9,0.6909,0.5922,0.8883,0.001206151,0.6909,0.5922,0.8883,0,0.363448816
0.085,0.7,0.6,0.8,0.6909,0.5922,0.7896,5.70E-04,0.6909,0.5922,0.7896,0,0.323065614
0.085,0.6,1,0.9,0.5922,0.987,0.8883,0.019330372,0.5922,0.987,0.8883,0,0.519212594
0.085,0.6,1,0.8,0.5922,0.987,0.7896,0.008288097,0.5922,0.987,0.7896,0,0.461522305
0.085,0.6,1,0.7,0.5922,0.987,0.6909,0.003377118,0.5922,0.987,0.6909,0,0.403832017
0.085,0.6,0.9,1,0.5922,0.8883,0.987,0.017241148,0.5922,0.8883,0.987,0,0.519212594
0.085,0.6,0.9,0.8,0.5922,0.8883,0.7896,0.00365946,0.5922,0.8883,0.7896,0,0.415370075
0.085,0.6,0.9,0.7,0.5922,0.8883,0.6909,0.001532168,0.5922,0.8883,0.6909,0,0.363448816
0.085,0.6,0.8,1,0.5922,0.7896,0.987,0.006618711,0.5922,0.7896,0.987,0,0.461522305
0.085,0.6,0.8,0.9,0.5922,0.7896,0.8883,0.00326008,0.5922,0.7896,0.8883,0,0.415370075
0.085,0.6,0.8,0.7,0.5922,0.7896,0.6909,6.42E-04,0.5922,0.7896,0.6909,0,0.323065614
0.085,0.6,0.7,1,0.5922,0.6909,0.987,0.002379929,0.5922,0.6909,0.987,0,0.403832017
0.085,0.6,0.7,0.9,0.5922,0.6909,0.8883,0.001197551,0.5922,0.6909,0.8883,0,0.363448816
0.085,0.6,0.7,0.8,0.5922,0.6909,0.7896,5.62E-04,0.5922,0.6909,0.7896,0,0.323065614
0.09,1,1,1,0.987,0.987,0.987,863.4322503,0.987,0.987,0.987,1,0.961504803
0.09,0.9,1,1,0.8883,0.987,0.987,42.22274132,0.8883,0.987,0.987,1,0.865354323
0.09,0.8,1,1,0.7896,0.987,0.987,2.70356937,0.7896,0.987,0.987,1,0.769203842
0.09,0.7,1,1,0.6909,0.987,0.987,0.277374864,0.6909,0.987,0.987,0,0.673053362
0.09,0.6,1,1,0.5922,0.987,0.987,0.045520659,0.5922,0.987,0.987,0,0.576902882
0.09,1,0.9,1,0.987,0.8883,0.987,60.03379282,0.987,0.8883,0.987,1,0.865354323
0.09,1,0.8,1,0.987,0.7896,0.987,4.874056973,0.987,0.7896,0.987,1,0.769203842
0.09,1,0.7,1,0.987,0.6909,0.987,0.543516356,0.987,0.6909,0.987,0,0.673053362
0.09,1,0.6,1,0.987,0.5922,0.987,0.089594901,0.987,0.5922,0.987,0,0.576902882
0.09,1,1,0.9,0.987,0.987,0.8883,60.39504049,0.987,0.987,0.8883,1,0.865354323
0.09,1,1,0.8,0.987,0.987,0.7896,4.936490978,0.987,0.987,0.7896,1,0.769203842
0.09,1,1,0.7,0.987,0.987,0.6909,0.555533798,0.987,0.987,0.6909,0,0.673053362
0.09,1,1,0.6,0.987,0.987,0.5922,0.093195375,0.987,0.987,0.5922,0,0.576902882
0.09,0.9,0.9,0.9,0.8883,0.8883,0.8883,0.786201326,0.8883,0.8883,0.8883,0,0.700937001
0.09,1,0.9,0.9,0.987,0.8883,0.8883,6.221735524,0.987,0.8883,0.8883,1,0.77881889
0.09,0.8,0.9,0.9,0.7896,0.8883,0.8883,0.142302722,0.7896,0.8883,0.8883,0,0.623055112
0.09,0.7,0.9,0.9,0.6909,0.8883,0.8883,0.03409717,0.6909,0.8883,0.8883,0,0.545173223
0.09,0.6,0.9,0.9,0.5922,0.8883,0.8883,0.009055638,0.5922,0.8883,0.8883,0,0.467291334
0.09,0.9,1,0.9,0.8883,0.987,0.8883,4.646952604,0.8883,0.987,0.8883,1,0.77881889
0.09,0.9,0.8,0.9,0.8883,0.7896,0.8883,0.171544943,0.8883,0.7896,0.8883,0,0.623055112
0.09,0.9,0.7,0.9,0.8883,0.6909,0.8883,0.046344318,0.8883,0.6909,0.8883,0,0.545173223
0.09,0.9,0.6,0.9,0.8883,0.5922,0.8883,0.013800548,0.8883,0.5922,0.8883,0,0.467291334
0.09,0.9,0.9,1,0.8883,0.8883,0.987,4.628609086,0.8883,0.8883,0.987,1,0.77881889
0.09,0.9,0.9,0.8,0.8883,0.8883,0.7896,0.172376501,0.8883,0.8883,0.7896,0,0.623055112
0.09,0.9,0.9,0.7,0.8883,0.8883,0.6909,0.046976219,0.8883,0.8883,0.6909,0,0.545173223
0.09,0.9,0.9,0.6,0.8883,0.8883,0.5922,0.014274717,0.8883,0.8883,0.5922,0,0.467291334
0.09,0.8,0.8,0.8,0.7896,0.7896,0.7896,0.017912382,0.7896,0.7896,0.7896,0,0.492290459
0.09,1,0.8,0.8,0.987,0.7896,0.7896,0.178157401,0.987,0.7896,0.7896,0,0.615363074
0.09,0.9,0.8,0.8,0.8883,0.7896,0.7896,0.053454034,0.8883,0.7896,0.7896,0,0.553826767
0.09,0.7,0.8,0.8,0.6909,0.7896,0.7896,0.006040649,0.6909,0.7896,0.7896,0,0.430754152
0.09,0.6,0.8,0.8,0.5922,0.7896,0.7896,0.001861555,0.5922,0.7896,0.7896,0,0.369217844
0.09,0.8,1,0.8,0.7896,0.987,0.7896,0.125163972,0.7896,0.987,0.7896,0,0.615363074
0.09,0.8,0.9,0.8,0.7896,0.8883,0.7896,0.045985029,0.7896,0.8883,0.7896,0,0.553826767
0.09,0.8,0.7,0.8,0.7896,0.6909,0.7896,0.006913558,0.7896,0.6909,0.7896,0,0.430754152
0.09,0.8,0.6,0.8,0.7896,0.5922,0.7896,0.002469235,0.7896,0.5922,0.7896,0,0.369217844
0.09,0.8,0.8,1,0.7896,0.7896,0.987,0.124395781,0.7896,0.7896,0.987,0,0.615363074
0.09,0.8,0.8,0.9,0.7896,0.7896,0.8883,0.045808641,0.7896,0.7896,0.8883,0,0.553826767
0.09,0.8,0.8,0.7,0.7896,0.7896,0.6909,0.006975697,0.7896,0.7896,0.6909,0,0.430754152
0.09,0.8,0.8,0.6,0.7896,0.7896,0.5922,0.002546409,0.7896,0.7896,0.5922,0,0.369217844
0.09,0.7,0.7,0.7,0.6909,0.6909,0.6909,0.001048336,0.6909,0.6909,0.6909,0,0.329796147
0.09,1,0.7,0.7,0.987,0.6909,0.6909,0.01673892,0.987,0.6909,0.6909,0,0.471137353
0.09,0.9,0.7,0.7,0.8883,0.6909,0.6909,0.007086684,0.8883,0.6909,0.6909,0,0.424023618
0.09,0.8,0.7,0.7,0.7896,0.6909,0.6909,0.002856894,0.7896,0.6909,0.6909,0,0.376909883
0.09,0.6,0.7,0.7,0.5922,0.6909,0.6909,3.34E-04,0.5922,0.6909,0.6909,0,0.282682412
0.09,0.7,1,0.7,0.6909,0.987,0.6909,0.011351866,0.6909,0.987,0.6909,0,0.471137353
0.09,0.7,0.9,0.7,0.6909,0.8883,0.6909,0.005469031,0.6909,0.8883,0.6909,0,0.424023618
0.09,0.7,0.8,0.7,0.6909,0.7896,0.6909,0.002497221,0.6909,0.7896,0.6909,0,0.376909883
0.09,0.7,0.6,0.7,0.6909,0.5922,0.6909,3.91E-04,0.6909,0.5922,0.6909,0,0.282682412
0.09,0.7,0.7,1,0.6909,0.6909,0.987,0.011212698,0.6909,0.6909,0.987,0,0.471137353
0.09,0.7,0.7,0.9,0.6909,0.6909,0.8883,0.005406089,0.6909,0.6909,0.8883,0,0.424023618
0.09,0.7,0.7,0.8,0.6909,0.6909,0.7896,0.002475443,0.6909,0.6909,0.7896,0,0.376909883
0.09,0.7,0.7,0.6,0.6909,0.6909,0.5922,3.99E-04,0.6909,0.6909,0.5922,0,0.282682412
0.09,0.6,0.6,0.6,0.5922,0.5922,0.5922,4.83E-05,0.5922,0.5922,0.5922,0,0.207685037
0.09,1,0.6,0.6,0.987,0.5922,0.5922,0.002138358,0.987,0.5922,0.5922,0,0.346141729
0.09,0.9,0.6,0.6,0.8883,0.5922,0.5922,9.72E-04,0.8883,0.5922,0.5922,0,0.311527556
0.09,0.8,0.6,0.6,0.7896,0.5922,0.5922,4.06E-04,0.7896,0.5922,0.5922,0,0.276913383
0.09,0.7,0.6,0.6,0.6909,0.5922,0.5922,1.51E-04,0.6909,0.5922,0.5922,0,0.24229921
0.09,0.6,1,0.6,0.5922,0.987,0.5922,0.001251631,0.5922,0.987,0.5922,0,0.346141729
0.09,0.6,0.9,0.6,0.5922,0.8883,0.5922,6.34E-04,0.5922,0.8883,0.5922,0,0.311527556
0.09,0.6,0.8,0.6,0.5922,0.7896,0.5922,2.98E-04,0.5922,0.7896,0.5922,0,0.276913383
0.09,0.6,0.7,0.6,0.5922,0.6909,0.5922,1.28E-04,0.5922,0.6909,0.5922,0,0.24229921
0.09,0.6,0.6,1,0.5922,0.5922,0.987,0.00121366,0.5922,0.5922,0.987,0,0.346141729
0.09,0.6,0.6,0.9,0.5922,0.5922,0.8883,6.14E-04,0.5922,0.5922,0.8883,0,0.311527556
0.09,0.6,0.6,0.8,0.5922,0.5922,0.7896,2.89E-04,0.5922,0.5922,0.7896,0,0.276913383
0.09,0.6,0.6,0.7,0.5922,0.5922,0.6909,1.25E-04,0.5922,0.5922,0.6909,0,0.24229921
0.09,1,0.9,0.8,0.987,0.8883,0.7896,0.824997297,0.987,0.8883,0.7896,0,0.692283458
0.09,1,0.9,0.7,0.987,0.8883,0.6909,0.1512351,0.987,0.8883,0.6909,0,0.605748026
0.09,1,0.9,0.6,0.987,0.8883,0.5922,0.036272292,0.987,0.8883,0.5922,0,0.519212594
0.09,1,0.8,0.9,0.987,0.7896,0.8883,0.819549369,0.987,0.7896,0.8883,0,0.692283458
0.09,1,0.8,0.7,0.987,0.7896,0.6909,0.048337431,0.987,0.7896,0.6909,0,0.53844269
0.09,1,0.8,0.6,0.987,0.7896,0.5922,0.014701739,0.987,0.7896,0.5922,0,0.461522305
0.09,1,0.7,0.9,0.987,0.6909,0.8883,0.148797566,0.987,0.6909,0.8883,0,0.605748026
0.09,1,0.7,0.8,0.987,0.6909,0.7896,0.047842217,0.987,0.6909,0.7896,0,0.53844269
0.09,1,0.7,0.6,0.987,0.6909,0.5922,0.005838343,0.987,0.6909,0.5922,0,0.403832017
0.09,1,0.6,0.9,0.987,0.5922,0.8883,0.034984881,0.987,0.5922,0.8883,0,0.519212594
0.09,1,0.6,0.8,0.987,0.5922,0.7896,0.014237399,0.987,0.5922,0.7896,0,0.461522305
0.09,1,0.6,0.7,0.987,0.5922,0.6909,0.005709502,0.987,0.5922,0.6909,0,0.403832017
0.09,0.9,1,0.8,0.8883,0.987,0.7896,0.659185519,0.8883,0.987,0.7896,0,0.692283458
0.09,0.9,1,0.7,0.8883,0.987,0.6909,0.128094242,0.8883,0.987,0.6909,0,0.605748026
0.09,0.9,1,0.6,0.8883,0.987,0.5922,0.031826418,0.8883,0.987,0.5922,0,0.519212594
0.09,0.9,0.8,1,0.8883,0.7896,0.987,0.653481093,0.8883,0.7896,0.987,0,0.692283458
0.09,0.9,0.8,0.7,0.8883,0.7896,0.6909,0.018305636,0.8883,0.7896,0.6909,0,0.484598421
0.09,0.9,0.8,0.6,0.8883,0.7896,0.5922,0.006286121,0.8883,0.7896,0.5922,0,0.415370075
0.09,0.9,0.7,1,0.8883,0.6909,0.987,0.125990381,0.8883,0.6909,0.987,0,0.605748026
0.09,0.9,0.7,0.8,0.8883,0.6909,0.7896,0.018134578,0.8883,0.6909,0.7896,0,0.484598421
0.09,0.9,0.7,0.6,0.8883,0.6909,0.5922,0.002604838,0.8883,0.6909,0.5922,0,0.363448816
0.09,0.9,0.6,1,0.8883,0.5922,0.987,0.030743063,0.8883,0.5922,0.987,0,0.519212594
0.09,0.9,0.6,0.8,0.8883,0.5922,0.7896,0.006093027,0.8883,0.5922,0.7896,0,0.415370075
0.09,0.9,0.6,0.7,0.8883,0.5922,0.6909,0.002547858,0.8883,0.5922,0.6909,0,0.363448816
0.09,0.8,1,0.9,0.7896,0.987,0.8883,0.515966973,0.7896,0.987,0.8883,0,0.692283458
0.09,0.8,1,0.7,0.7896,0.987,0.6909,0.036502267,0.7896,0.987,0.6909,0,0.53844269
0.09,0.8,1,0.6,0.7896,0.987,0.5922,0.011476318,0.7896,0.987,0.5922,0,0.461522305
0.09,0.8,0.9,1,0.7896,0.8883,0.987,0.514661532,0.7896,0.8883,0.987,0,0.692283458
0.09,0.8,0.9,0.7,0.7896,0.8883,0.6909,0.016061475,0.7896,0.8883,0.6909,0,0.484598421
0.09,0.8,0.9,0.6,0.7896,0.8883,0.5922,0.005548644,0.7896,0.8883,0.5922,0,0.415370075
0.09,0.8,0.7,1,0.7896,0.6909,0.987,0.036007519,0.7896,0.6909,0.987,0,0.53844269
0.09,0.8,0.7,0.9,0.7896,0.6909,0.8883,0.015867169,0.7896,0.6909,0.8883,0,0.484598421
0.09,0.8,0.7,0.6,0.7896,0.6909,0.5922,0.001076864,0.7896,0.6909,0.5922,0,0.323065614
0.09,0.8,0.6,1,0.7896,0.5922,0.987,0.011112258,0.7896,0.5922,0.987,0,0.461522305
0.09,0.8,0.6,0.9,0.7896,0.5922,0.8883,0.005370447,0.7896,0.5922,0.8883,0,0.415370075
0.09,0.8,0.6,0.7,0.7896,0.5922,0.6909,0.001053406,0.7896,0.5922,0.6909,0,0.323065614
0.09,0.7,1,0.9,0.6909,0.987,0.8883,0.087455385,0.6909,0.987,0.8883,0,0.605748026
0.09,0.7,1,0.8,0.6909,0.987,0.7896,0.030908647,0.6909,0.987,0.7896,0,0.53844269
0.09,0.7,1,0.6,0.6909,0.987,0.5922,0.004006595,0.6909,0.987,0.5922,0,0.403832017
0.09,0.7,0.9,1,0.6909,0.8883,0.987,0.087303047,0.6909,0.8883,0.987,0,0.605748026
0.09,0.7,0.9,0.8,0.6909,0.8883,0.7896,0.013810729,0.6909,0.8883,0.7896,0,0.484598421
0.09,0.7,0.9,0.6,0.6909,0.8883,0.5922,0.002003957,0.6909,0.8883,0.5922,0,0.363448816
0.09,0.7,0.8,1,0.6909,0.7896,0.987,0.030756937,0.6909,0.7896,0.987,0,0.53844269
0.09,0.7,0.8,0.9,0.6909,0.7896,0.8883,0.013763926,0.6909,0.7896,0.8883,0,0.484598421
0.09,0.7,0.8,0.6,0.6909,0.7896,0.5922,9.36E-04,0.6909,0.7896,0.5922,0,0.323065614
0.09,0.7,0.6,1,0.6909,0.5922,0.987,0.003883529,0.6909,0.5922,0.987,0,0.403832017
0.09,0.7,0.6,0.9,0.6909,0.5922,0.8883,0.001940544,0.6909,0.5922,0.8883,0,0.363448816
0.09,0.7,0.6,0.8,0.6909,0.5922,0.7896,9.08E-04,0.6909,0.5922,0.7896,0,0.323065614
0.09,0.6,1,0.9,0.5922,0.987,0.8883,0.019484283,0.5922,0.987,0.8883,0,0.519212594
0.09,0.6,1,0.8,0.5922,0.987,0.7896,0.008326023,0.5922,0.987,0.7896,0,0.461522305
0.09,0.6,1,0.7,0.5922,0.987,0.6909,0.003385105,0.5922,0.987,0.6909,0,0.403832017
0.09,0.6,0.9,1,0.5922,0.8883,0.987,0.019456745,0.5922,0.8883,0.987,0,0.519212594
0.09,0.6,0.9,0.8,0.5922,0.8883,0.7896,0.00405839,0.5922,0.8883,0.7896,0,0.415370075
0.09,0.6,0.9,0.7,0.5922,0.8883,0.6909,0.001691863,0.5922,0.8883,0.6909,0,0.363448816
0.09,0.6,0.8,1,0.5922,0.7896,0.987,0.008289148,0.5922,0.7896,0.987,0,0.461522305
0.09,0.6,0.8,0.9,0.5922,0.7896,0.8883,0.004045325,0.5922,0.7896,0.8883,0,0.415370075
0.09,0.6,0.8,0.7,0.5922,0.7896,0.6909,7.88E-04,0.5922,0.7896,0.6909,0,0.323065614
0.09,0.6,0.7,1,0.5922,0.6909,0.987,0.003345268,0.5922,0.6909,0.987,0,0.403832017
0.09,0.6,0.7,0.9,0.5922,0.6909,0.8883,0.001672765,0.5922,0.6909,0.8883,0,0.363448816
0.09,0.6,0.7,0.8,0.5922,0.6909,0.7896,7.81E-04,0.5922,0.6909,0.7896,0,0.323065614
0.015,0.95,0.95,0.95,0.93765,0.93765,0.93765,0.002274581,0.93765,0.93765,0.93765,0,0.82437018
0.015,0.95,0.95,0.85,0.93765,0.93765,0.83895,3.93E-05,0.93765,0.93765,0.83895,0,0.737594372
0.015,0.95,0.85,0.95,0.93765,0.83895,0.93765,4.46E-05,0.93765,0.83895,0.93765,0,0.737594372
0.015,0.85,0.85,0.85,0.83895,0.83895,0.83895,4.11E-09,0.83895,0.83895,0.83895,0,0.590484137
0.015,0.85,0.85,0.95,0.83895,0.83895,0.93765,2.84E-07,0.83895,0.83895,0.93765,0,0.659952859
0.015,0.85,0.95,0.85,0.83895,0.93765,0.83895,2.33E-07,0.83895,0.93765,0.83895,0,0.659952859
0.015,0.85,0.95,0.95,0.83895,0.93765,0.93765,1.47E-05,0.83895,0.93765,0.93765,0,0.737594372
0.015,0.95,0.85,0.85,0.93765,0.83895,0.83895,6.81E-07,0.93765,0.83895,0.83895,0,0.659952859
0.02,0.95,0.95,0.95,0.93765,0.93765,0.93765,0.012353379,0.93765,0.93765,0.93765,0,0.82437018
0.02,0.95,0.95,0.85,0.93765,0.93765,0.83895,6.33E-04,0.93765,0.93765,0.83895,0,0.737594372
0.02,0.95,0.85,0.95,0.93765,0.83895,0.93765,6.24E-04,0.93765,0.83895,0.93765,0,0.737594372
0.02,0.85,0.85,0.85,0.83895,0.83895,0.83895,7.09E-07,0.83895,0.83895,0.83895,0,0.590484137
0.02,0.85,0.85,0.95,0.83895,0.83895,0.93765,1.48E-05,0.83895,0.83895,0.93765,0,0.659952859
0.02,0.85,0.95,0.85,0.83895,0.93765,0.83895,1.42E-05,0.83895,0.93765,0.83895,0,0.659952859
0.02,0.85,0.95,0.95,0.83895,0.93765,0.93765,2.84E-04,0.83895,0.93765,0.93765,0,0.737594372
0.02,0.95,0.85,0.85,0.93765,0.83895,0.83895,3.12E-05,0.93765,0.83895,0.83895,0,0.659952859
0.025,0.95,0.95,0.95,0.93765,0.93765,0.93765,0.034201287,0.93765,0.93765,0.93765,0,0.82437018
0.025,0.95,0.95,0.85,0.93765,0.93765,0.83895,0.002992712,0.93765,0.93765,0.83895,0,0.737594372
0.025,0.95,0.85,0.95,0.93765,0.83895,0.93765,0.003169526,0.93765,0.83895,0.93765,0,0.737594372
0.025,0.85,0.85,0.85,0.83895,0.83895,0.83895,1.39E-05,0.83895,0.83895,0.83895,0,0.590484137
0.025,0.85,0.85,0.95,0.83895,0.83895,0.93765,1.52E-04,0.83895,0.83895,0.93765,0,0.659952859
0.025,0.85,0.95,0.85,0.83895,0.93765,0.83895,1.39E-04,0.83895,0.93765,0.83895,0,0.659952859
0.025,0.85,0.95,0.95,0.83895,0.93765,0.93765,0.001507827,0.83895,0.93765,0.93765,0,0.737594372
0.025,0.95,0.85,0.85,0.93765,0.83895,0.83895,2.96E-04,0.93765,0.83895,0.83895,0,0.659952859
0.03,0.95,0.95,0.95,0.93765,0.93765,0.93765,0.071401024,0.93765,0.93765,0.93765,0,0.82437018
0.03,0.95,0.95,0.85,0.93765,0.93765,0.83895,0.008141438,0.93765,0.93765,0.83895,0,0.737594372
0.03,0.95,0.85,0.95,0.93765,0.83895,0.93765,0.008546449,0.93765,0.83895,0.93765,0,0.737594372
0.03,0.85,0.85,0.85,0.83895,0.83895,0.83895,9.13E-05,0.83895,0.83895,0.83895,0,0.590484137
0.03,0.85,0.85,0.95,0.83895,0.83895,0.93765,6.67E-04,0.83895,0.83895,0.93765,0,0.659952859
0.03,0.85,0.95,0.85,0.83895,0.93765,0.83895,6.25E-04,0.83895,0.93765,0.83895,0,0.659952859
0.03,0.85,0.95,0.95,0.83895,0.93765,0.93765,0.004667171,0.83895,0.93765,0.93765,0,0.737594372
0.03,0.95,0.85,0.85,0.93765,0.83895,0.83895,0.001150523,0.93765,0.83895,0.83895,0,0.659952859
0.035,0.95,0.95,0.95,0.93765,0.93765,0.93765,0.130301532,0.93765,0.93765,0.93765,0,0.82437018
0.035,0.95,0.95,0.85,0.93765,0.93765,0.83895,0.016974745,0.93765,0.93765,0.83895,0,0.737594372
0.035,0.95,0.85,0.95,0.93765,0.83895,0.93765,0.016110886,0.93765,0.83895,0.93765,0,0.737594372
0.035,0.85,0.85,0.85,0.83895,0.83895,0.83895,3.28E-04,0.83895,0.83895,0.83895,0,0.590484137
0.035,0.85,0.85,0.95,0.83895,0.83895,0.93765,0.001810879,0.83895,0.83895,0.93765,0,0.659952859
0.035,0.85,0.95,0.85,0.83895,0.93765,0.83895,0.001887296,0.83895,0.93765,0.83895,0,0.659952859
0.035,0.85,0.95,0.95,0.83895,0.93765,0.93765,0.011000704,0.83895,0.93765,0.93765,0,0.737594372
0.035,0.95,0.85,0.85,0.93765,0.83895,0.83895,0.002775752,0.93765,0.83895,0.83895,0,0.659952859
0.04,0.95,0.95,0.95,0.93765,0.93765,0.93765,0.244530291,0.93765,0.93765,0.93765,0,0.82437018
0.04,0.95,0.95,0.85,0.93765,0.93765,0.83895,0.0355079,0.93765,0.93765,0.83895,0,0.737594372
0.04,0.95,0.85,0.95,0.93765,0.83895,0.93765,0.030399791,0.93765,0.83895,0.93765,0,0.737594372
0.04,0.85,0.85,0.85,0.83895,0.83895,0.83895,0.001015361,0.83895,0.83895,0.83895,0,0.590484137
0.04,0.85,0.85,0.95,0.83895,0.83895,0.93765,0.004324317,0.83895,0.83895,0.93765,0,0.659952859
0.04,0.85,0.95,0.85,0.83895,0.93765,0.83895,0.00496456,0.83895,0.93765,0.83895,0,0.659952859
0.04,0.85,0.95,0.95,0.83895,0.93765,0.93765,0.023298133,0.83895,0.93765,0.93765,0,0.737594372
0.04,0.95,0.85,0.85,0.93765,0.83895,0.83895,0.006483744,0.93765,0.83895,0.83895,0,0.659952859
0.045,0.95,0.95,0.95,0.93765,0.93765,0.93765,0.398874471,0.93765,0.93765,0.93765,0,0.82437018
0.045,0.95,0.95,0.85,0.93765,0.93765,0.83895,0.053845955,0.93765,0.93765,0.83895,0,0.737594372
0.045,0.95,0.85,0.95,0.93765,0.83895,0.93765,0.052096892,0.93765,0.83895,0.93765,0,0.737594372
0.045,0.85,0.85,0.85,0.83895,0.83895,0.83895,0.002074521,0.83895,0.83895,0.83895,0,0.590484137
